trans_Cl_vs_AGE_abscissa,trans_Cl_vs_AGE_spline,trans_Cl_vs_AGE_regression,trans_Cl_vs_AnionGap_abscissa,trans_Cl_vs_AnionGap_spline,trans_Cl_vs_AnionGap_regression,trans_Cl_vs_BUN_abscissa,trans_Cl_vs_BUN_spline,trans_Cl_vs_BUN_regression,trans_Cl_vs_Ca_abscissa,trans_Cl_vs_Ca_spline,trans_Cl_vs_Ca_regression,trans_Cl_vs_Chloride_abscissa,trans_Cl_vs_Chloride_spline,trans_Cl_vs_Chloride_regression,trans_Cl_vs_Creatinine_abscissa,trans_Cl_vs_Creatinine_spline,trans_Cl_vs_Creatinine_regression,trans_Cl_vs_Glucose_abscissa,trans_Cl_vs_Glucose_spline,trans_Cl_vs_Glucose_regression,trans_Cl_vs_HCO3_abscissa,trans_Cl_vs_HCO3_spline,trans_Cl_vs_HCO3_regression,trans_Cl_vs_HCT_abscissa,trans_Cl_vs_HCT_spline,trans_Cl_vs_HCT_regression,trans_Cl_vs_HR_abscissa,trans_Cl_vs_HR_spline,trans_Cl_vs_HR_regression,trans_Cl_vs_Hb_abscissa,trans_Cl_vs_Hb_spline,trans_Cl_vs_Hb_regression,trans_Cl_vs_K_abscissa,trans_Cl_vs_K_spline,trans_Cl_vs_K_regression,trans_Cl_vs_LacticAcid_abscissa,trans_Cl_vs_LacticAcid_spline,trans_Cl_vs_LacticAcid_regression,trans_Cl_vs_Na_abscissa,trans_Cl_vs_Na_spline,trans_Cl_vs_Na_regression,trans_Cl_vs_P_abscissa,trans_Cl_vs_P_spline,trans_Cl_vs_P_regression,trans_Cl_vs_PLT_abscissa,trans_Cl_vs_PLT_spline,trans_Cl_vs_PLT_regression,trans_Cl_vs_Temperature_abscissa,trans_Cl_vs_Temperature_spline,trans_Cl_vs_Temperature_regression,trans_Cl_vs_WBC_abscissa,trans_Cl_vs_WBC_spline,trans_Cl_vs_WBC_regression,trans_Cl_vs_WT_abscissa,trans_Cl_vs_WT_spline,trans_Cl_vs_WT_regression,trans_Cl_vs_logtAGE_abscissa,trans_Cl_vs_logtAGE_spline,trans_Cl_vs_logtAGE_regression,trans_Cl_vs_logtCreatinine_abscissa,trans_Cl_vs_logtCreatinine_spline,trans_Cl_vs_logtCreatinine_regression,trans_Cl_vs_logtWT_abscissa,trans_Cl_vs_logtWT_spline,trans_Cl_vs_logtWT_regression,trans_V_vs_AGE_abscissa,trans_V_vs_AGE_spline,trans_V_vs_AGE_regression,trans_V_vs_AnionGap_abscissa,trans_V_vs_AnionGap_spline,trans_V_vs_AnionGap_regression,trans_V_vs_BUN_abscissa,trans_V_vs_BUN_spline,trans_V_vs_BUN_regression,trans_V_vs_Ca_abscissa,trans_V_vs_Ca_spline,trans_V_vs_Ca_regression,trans_V_vs_Chloride_abscissa,trans_V_vs_Chloride_spline,trans_V_vs_Chloride_regression,trans_V_vs_Creatinine_abscissa,trans_V_vs_Creatinine_spline,trans_V_vs_Creatinine_regression,trans_V_vs_Glucose_abscissa,trans_V_vs_Glucose_spline,trans_V_vs_Glucose_regression,trans_V_vs_HCO3_abscissa,trans_V_vs_HCO3_spline,trans_V_vs_HCO3_regression,trans_V_vs_HCT_abscissa,trans_V_vs_HCT_spline,trans_V_vs_HCT_regression,trans_V_vs_HR_abscissa,trans_V_vs_HR_spline,trans_V_vs_HR_regression,trans_V_vs_Hb_abscissa,trans_V_vs_Hb_spline,trans_V_vs_Hb_regression,trans_V_vs_K_abscissa,trans_V_vs_K_spline,trans_V_vs_K_regression,trans_V_vs_LacticAcid_abscissa,trans_V_vs_LacticAcid_spline,trans_V_vs_LacticAcid_regression,trans_V_vs_Na_abscissa,trans_V_vs_Na_spline,trans_V_vs_Na_regression,trans_V_vs_P_abscissa,trans_V_vs_P_spline,trans_V_vs_P_regression,trans_V_vs_PLT_abscissa,trans_V_vs_PLT_spline,trans_V_vs_PLT_regression,trans_V_vs_Temperature_abscissa,trans_V_vs_Temperature_spline,trans_V_vs_Temperature_regression,trans_V_vs_WBC_abscissa,trans_V_vs_WBC_spline,trans_V_vs_WBC_regression,trans_V_vs_WT_abscissa,trans_V_vs_WT_spline,trans_V_vs_WT_regression,trans_V_vs_logtAGE_abscissa,trans_V_vs_logtAGE_spline,trans_V_vs_logtAGE_regression,trans_V_vs_logtCreatinine_abscissa,trans_V_vs_logtCreatinine_spline,trans_V_vs_logtCreatinine_regression,trans_V_vs_logtWT_abscissa,trans_V_vs_logtWT_spline,trans_V_vs_logtWT_regression,split
38.6364,1.06979,1.06106,15,0.492717,0.556666,49,0.12431,0.215957,7.92727,0.517717,0.543289,94.7273,0.584502,0.55498,2.76364,-0.175534,-0.141438,181.091,0.534348,0.522053,17.8182,0.341374,0.44103,26.5455,0.393006,0.467028,75.5455,0.465701,0.482301,8.86364,0.404015,0.454994,4.13636,0.574288,0.543613,4.94545,0.468492,0.383342,133.545,0.590998,0.585993,3.29091,0.563137,0.624022,335.182,0.651178,0.507827,53.4909,0.915581,0.197428,19.6273,0.549383,0.517576,76.3455,0.601754,0.524369,-0.736938,1.30331,1.38296,-0.711437,1.16083,1.0947,-0.569778,0.385749,0.418813,38.6364,4.40535,4.3285,15,4.26769,4.29354,49,4.22843,4.25757,7.92727,4.27875,4.29217,94.7273,4.29328,4.3126,2.76364,4.25337,4.25062,181.091,4.2197,4.31385,17.8182,4.2464,4.2687,26.5455,4.12128,4.22405,75.5455,4.29444,4.28135,8.86364,4.24107,4.23479,4.13636,4.28135,4.29225,4.94545,4.28304,4.29392,133.545,4.25929,4.29203,3.29091,4.30208,4.30434,335.182,4.27217,4.29444,53.4909,4.32604,4.15363,19.6273,4.34303,4.29552,76.3455,4.23881,4.2427,-0.736938,4.31433,4.33679,-0.711437,4.28615,4.30363,-0.569778,3.87136,3.90664,All
39.3636,1.07464,1.04586,15.3333,0.482382,0.538887,50.7778,0.0891551,0.182618,8.05051,0.640712,0.537639,95.4949,0.482068,0.553874,2.85859,-0.223064,-0.187268,186.687,0.465726,0.518946,18.1818,0.350077,0.450577,26.9434,0.450932,0.472809,76.899,0.542622,0.486416,9.01414,0.356786,0.46439,4.19697,0.529211,0.53484,5.1101,0.419719,0.373008,134.121,0.614827,0.581107,3.39798,0.658302,0.605168,347.152,0.607403,0.504717,54.198,0.906737,0.202818,20.3505,0.408735,0.51388,78.2434,0.357985,0.528875,-0.721116,1.25841,1.36502,-0.672334,1.11729,1.06318,-0.548178,0.373505,0.423424,39.3636,4.3783,4.32746,15.3333,4.26187,4.29281,50.7778,4.23168,4.25394,8.05051,4.31631,4.29336,95.4949,4.28704,4.31114,2.85859,4.25191,4.24778,186.687,4.31388,4.31747,18.1818,4.24649,4.27102,26.9434,4.29748,4.2295,76.899,4.24635,4.28217,9.01414,4.15414,4.24121,4.19697,4.24336,4.29374,5.1101,4.31444,4.29399,134.121,4.26295,4.29212,3.39798,4.32515,4.30176,347.152,4.25906,4.29459,54.198,4.33303,4.15582,20.3505,4.30157,4.29596,78.2434,4.23826,4.25712,-0.721116,4.30344,4.33585,-0.672334,4.28929,4.30302,-0.548178,3.892,3.92134,All
40.0909,1.08009,1.03066,15.6667,0.472048,0.521108,52.5556,0.126441,0.14928,8.17374,0.509988,0.531989,96.2626,0.399995,0.552768,2.95354,-0.268759,-0.233097,192.283,0.5047,0.515839,18.5455,0.382198,0.460124,27.3414,0.367645,0.47859,78.2525,0.335955,0.490532,9.16465,0.57236,0.473785,4.25758,0.558292,0.526067,5.27475,0.374841,0.362674,134.697,0.599868,0.576222,3.50505,0.62003,0.586314,359.121,0.553158,0.501607,54.9051,0.897892,0.208209,21.0737,0.52459,0.510184,80.1414,0.636052,0.533381,-0.705293,1.21438,1.34708,-0.633231,1.07838,1.03165,-0.526578,0.366106,0.428036,40.0909,4.34973,4.32642,15.6667,4.25605,4.29207,52.5556,4.2864,4.25031,8.17374,4.2956,4.29456,96.2626,4.27698,4.30968,2.95354,4.23769,4.24494,192.283,4.36369,4.3211,18.5455,4.26412,4.27335,27.3414,4.09151,4.23495,78.2525,4.21468,4.28299,9.16465,4.26724,4.24762,4.25758,4.29493,4.29524,5.27475,4.34174,4.29406,134.697,4.27266,4.29221,3.50505,4.33912,4.29918,359.121,4.32938,4.29474,54.9051,4.34003,4.15801,21.0737,4.38081,4.2964,80.1414,4.27694,4.27154,-0.705293,4.29247,4.33492,-0.633231,4.29684,4.3024,-0.526578,3.91882,3.93603,All
40.8182,1.08965,1.01545,16,0.461713,0.503329,54.3333,0.0909774,0.115941,8.29697,0.529156,0.526339,97.0303,0.398713,0.551662,3.04848,-0.311874,-0.278927,197.879,0.670087,0.512733,18.9091,0.414318,0.469671,27.7394,0.43268,0.484372,79.6061,0.469368,0.494648,9.31515,0.450224,0.483181,4.31818,0.560105,0.517294,5.43939,0.352282,0.35234,135.273,0.592856,0.571337,3.61212,0.541235,0.56746,371.091,0.43104,0.498497,55.6121,0.889047,0.2136,21.797,0.540536,0.506487,82.0394,0.502006,0.537887,-0.689471,1.17616,1.32915,-0.594128,1.03996,1.00013,-0.504977,0.372498,0.432648,40.8182,4.31053,4.32538,16,4.25023,4.29134,54.3333,4.25978,4.24668,8.29697,4.27945,4.29575,97.0303,4.27236,4.30822,3.04848,4.21515,4.2421,197.879,4.39802,4.32473,18.9091,4.28176,4.27568,27.7394,4.26351,4.2404,79.6061,4.28395,4.28381,9.31515,4.27539,4.25404,4.31818,4.32238,4.29674,5.43939,4.35409,4.29413,135.273,4.28337,4.2923,3.61212,4.23001,4.29661,371.091,4.2839,4.2949,55.6121,4.34702,4.1602,21.797,4.25103,4.29683,82.0394,4.24733,4.28596,-0.689471,4.28101,4.33398,-0.594128,4.30486,4.30179,-0.504977,3.95533,3.95072,All
41.5455,1.08667,1.00025,16.3333,0.451017,0.48555,56.1111,-0.0189297,0.0826024,8.4202,0.467453,0.520689,97.798,0.538671,0.550556,3.14343,-0.352515,-0.324757,203.475,0.676918,0.509626,19.2727,0.460697,0.479218,28.1374,0.542296,0.490153,80.9596,0.428412,0.498764,9.46566,0.518531,0.492577,4.37879,0.489187,0.50852,5.60404,0.349671,0.342006,135.848,0.594676,0.566451,3.71919,0.550678,0.548606,383.061,0.406153,0.495387,56.3192,0.880202,0.218991,22.5202,0.496247,0.502791,83.9374,0.481682,0.542393,-0.673648,1.13906,1.31121,-0.555025,1.00153,0.968609,-0.483377,0.401078,0.437259,41.5455,4.28638,4.32434,16.3333,4.26477,4.2906,56.1111,4.18092,4.24305,8.4202,4.2834,4.29694,97.798,4.29926,4.30676,3.14343,4.19006,4.23926,203.475,4.4071,4.32835,19.2727,4.28256,4.27801,28.1374,4.16805,4.24585,80.9596,4.21254,4.28463,9.46566,4.21429,4.26045,4.37879,4.28253,4.29824,5.60404,4.35367,4.2942,135.848,4.2952,4.29238,3.71919,4.32094,4.29403,383.061,4.23123,4.29505,56.3192,4.35402,4.16239,22.5202,4.24637,4.29727,83.9374,4.3067,4.30038,-0.673648,4.26965,4.33305,-0.555025,4.31288,4.30118,-0.483377,4.00461,3.96541,All
42.2727,1.0688,0.985053,16.6667,0.440321,0.467771,57.8889,-0.0783659,0.0492637,8.54343,0.480445,0.515039,98.5657,0.525494,0.54945,3.23838,-0.390794,-0.370586,209.071,0.373157,0.506519,19.6364,0.511828,0.488765,28.5354,0.500974,0.495934,82.3131,0.645511,0.502879,9.61616,0.575648,0.501972,4.43939,0.492658,0.499747,5.76869,0.358383,0.331672,136.424,0.598074,0.561566,3.82626,0.452323,0.529753,395.03,0.458321,0.492277,57.0263,0.871358,0.224382,23.2434,0.508669,0.499095,85.8354,0.597144,0.546899,-0.657826,1.11964,1.29327,-0.515922,0.963109,0.937087,-0.461777,0.43178,0.441871,42.2727,4.27975,4.3233,16.6667,4.27931,4.28987,57.8889,4.19031,4.23942,8.54343,4.29816,4.29814,98.5657,4.34101,4.30529,3.23838,4.16771,4.23642,209.071,4.32567,4.33198,19.6364,4.27775,4.28034,28.5354,4.31569,4.25129,82.3131,4.38315,4.28545,9.61616,4.24153,4.26687,4.43939,4.28133,4.29974,5.76869,4.34672,4.29427,136.424,4.31668,4.29247,3.82626,4.23748,4.29145,395.03,4.21301,4.2952,57.0263,4.36101,4.16458,23.2434,4.34511,4.29771,85.8354,4.35653,4.3148,-0.657826,4.26,4.33211,-0.515922,4.32091,4.30057,-0.461777,4.03891,3.9801,All
43,1.03313,0.969851,17,0.429625,0.449992,59.6667,-0.0569703,0.015925,8.66667,0.609913,0.509389,99.3333,0.529597,0.548344,3.33333,-0.426857,-0.416416,214.667,0.212013,0.503412,20,0.56296,0.498312,28.9333,0.472953,0.501716,83.6667,0.461789,0.506995,9.76667,0.509307,0.511368,4.5,0.536184,0.490974,5.93333,0.366925,0.321338,137,0.602034,0.556681,3.93333,0.450159,0.510899,407,0.491128,0.489167,57.7333,0.862513,0.229773,23.9667,0.516169,0.495399,87.7333,0.467245,0.551405,-0.642004,1.10153,1.27534,-0.476819,0.923562,0.905565,-0.440177,0.408276,0.446483,43,4.29395,4.32226,17,4.29385,4.28913,59.6667,4.25638,4.23579,8.66667,4.39886,4.29933,99.3333,4.36206,4.30383,3.33333,4.15106,4.23358,214.667,4.25003,4.3356,20,4.27294,4.28267,28.9333,4.22719,4.25674,83.6667,4.33201,4.28627,9.76667,4.28884,4.27328,4.5,4.30095,4.30124,5.93333,4.34118,4.29434,137,4.34162,4.29256,3.93333,4.23623,4.28887,407,4.22834,4.29535,57.7333,4.36801,4.16677,23.9667,4.37207,4.29815,87.7333,4.32225,4.32922,-0.642004,4.2506,4.33118,-0.476819,4.31856,4.29996,-0.440177,3.99665,3.99479,All
43.7273,0.969769,0.95465,17.3333,0.415477,0.432213,61.4444,-0.0209782,-0.0174137,8.7899,0.371164,0.503739,100.101,0.607806,0.547238,3.42828,-0.460897,-0.462245,220.263,0.33987,0.500305,20.3636,0.576741,0.50786,29.3313,0.558642,0.507497,85.0202,0.489834,0.511111,9.91717,0.55372,0.520764,4.56061,0.491738,0.4822,6.09798,0.368025,0.311004,137.576,0.623539,0.551796,4.0404,0.487332,0.492045,418.97,0.488535,0.486057,58.4404,0.853668,0.235163,24.6899,0.560703,0.491702,89.6313,0.754164,0.55591,-0.626181,1.10685,1.2574,-0.437716,0.883973,0.874043,-0.418576,0.366618,0.451094,43.7273,4.32345,4.32122,17.3333,4.30374,4.28839,61.4444,4.2196,4.23216,8.7899,4.31688,4.30052,100.101,4.34503,4.30237,3.42828,4.14006,4.23074,220.263,4.24115,4.33923,20.3636,4.27953,4.285,29.3313,4.23292,4.26219,85.0202,4.30616,4.28709,9.91717,4.2539,4.27969,4.56061,4.28744,4.30274,6.09798,4.34205,4.29441,137.576,4.31546,4.29265,4.0404,4.24753,4.28629,418.97,4.26557,4.29551,58.4404,4.375,4.16896,24.6899,4.35351,4.29859,89.6313,4.37006,4.34364,-0.626181,4.24551,4.33024,-0.437716,4.31581,4.29934,-0.418576,3.93637,4.00949,All
44.4545,0.899659,0.939449,17.6667,0.40133,0.414434,63.2222,0.00483209,-0.0507524,8.91313,0.529909,0.498089,100.869,0.556147,0.546133,3.52323,-0.493117,-0.508075,225.859,0.504033,0.497198,20.7273,0.590522,0.517407,29.7293,0.54228,0.513278,86.3737,0.51414,0.515227,10.0677,0.756241,0.530159,4.62121,0.457062,0.473427,6.26263,0.364366,0.300671,138.152,0.631746,0.54691,4.14747,0.484329,0.473191,430.939,0.47727,0.482947,59.1475,0.844823,0.240554,25.4131,0.614995,0.488006,91.5293,0.665313,0.560416,-0.610359,1.1133,1.23946,-0.398613,0.844383,0.842521,-0.396976,0.366171,0.455706,44.4545,4.34966,4.32018,17.6667,4.31363,4.28766,63.2222,4.11801,4.22853,8.91313,4.24876,4.30172,100.869,4.30039,4.30091,3.52323,4.13391,4.2279,225.859,4.30216,4.34285,20.7273,4.28612,4.28733,29.7293,4.29751,4.26764,86.3737,4.27597,4.28791,10.0677,4.37322,4.28611,4.62121,4.27268,4.30423,6.26263,4.34655,4.29448,138.152,4.29981,4.29273,4.14747,4.24021,4.28371,430.939,4.30703,4.29566,59.1475,4.382,4.17115,25.4131,4.3201,4.29902,91.5293,4.41309,4.35806,-0.610359,4.24144,4.32931,-0.398613,4.31306,4.29873,-0.396976,3.94583,4.02418,All
45.1818,0.839916,0.924248,18,0.387182,0.396655,65,0.0150932,-0.0840911,9.03636,0.445066,0.492439,101.636,0.539858,0.545027,3.61818,-0.523718,-0.553904,231.455,0.511624,0.494091,21.0909,0.605826,0.526954,30.1273,0.575918,0.51906,87.7273,0.235201,0.519343,10.2182,0.346447,0.539555,4.68182,0.44053,0.464654,6.42727,0.354373,0.290337,138.727,0.602719,0.542025,4.25455,0.518325,0.454338,442.909,0.481501,0.479837,59.8545,0.835979,0.245945,26.1364,0.618097,0.48431,93.4273,0.542351,0.564922,-0.594536,1.12895,1.22153,-0.35951,0.814071,0.810999,-0.375376,0.42075,0.460318,45.1818,4.37281,4.31914,18,4.32351,4.28692,65,4.07548,4.2249,9.03636,4.28163,4.30291,101.636,4.33102,4.29945,3.61818,4.13181,4.22506,231.455,4.39894,4.34648,21.0909,4.29226,4.28966,30.1273,4.33827,4.27308,87.7273,4.24648,4.28873,10.2182,4.28414,4.29252,4.68182,4.25559,4.30573,6.42727,4.35522,4.29455,138.727,4.31356,4.29282,4.25455,4.32208,4.28113,442.909,4.33642,4.29581,59.8545,4.38899,4.17335,26.1364,4.29765,4.29946,93.4273,4.29916,4.37249,-0.594536,4.24566,4.32837,-0.35951,4.30446,4.29812,-0.375376,4.04307,4.03887,All
45.9091,0.823432,0.909047,18.3333,0.368895,0.378876,66.7778,0.00680609,-0.11743,9.1596,0.452134,0.486789,102.404,0.555291,0.543921,3.71313,-0.552903,-0.599734,237.051,0.478589,0.490984,21.4545,0.625698,0.536501,30.5253,0.621091,0.524841,89.0808,0.516254,0.523458,10.3687,0.516102,0.548951,4.74242,0.423902,0.455881,6.59192,0.340184,0.280003,139.303,0.566493,0.53714,4.36162,0.512295,0.435484,454.879,0.509088,0.476727,60.5616,0.827134,0.251336,26.8596,0.575884,0.480614,95.3253,0.612569,0.569428,-0.578714,1.1429,1.20359,-0.320407,0.791424,0.779477,-0.353776,0.446729,0.464929,45.9091,4.39267,4.3181,18.3333,4.30666,4.28619,66.7778,4.13045,4.22127,9.1596,4.28946,4.3041,102.404,4.31982,4.29798,3.71313,4.13297,4.22222,237.051,4.3933,4.3501,21.4545,4.29709,4.29199,30.5253,4.33471,4.27853,89.0808,4.24644,4.28955,10.3687,4.23258,4.29894,4.74242,4.2801,4.30723,6.59192,4.36577,4.29462,139.303,4.30578,4.29291,4.36162,4.35881,4.27856,454.879,4.34664,4.29596,60.5616,4.39599,4.17554,26.8596,4.28758,4.2999,95.3253,4.41244,4.38691,-0.578714,4.25304,4.32744,-0.320407,4.29101,4.29751,-0.353776,4.09621,4.05356,All
46.6364,0.881695,0.893845,18.6667,0.350607,0.361097,68.5556,-0.0176259,-0.150769,9.28283,0.443796,0.481139,103.172,0.573747,0.542815,3.80808,-0.580875,-0.645563,242.646,0.452814,0.487877,21.8182,0.645571,0.546048,30.9232,0.664223,0.530622,90.4343,0.583222,0.527574,10.5192,0.532624,0.558346,4.80303,0.407955,0.447107,6.75657,0.322679,0.269669,139.879,0.523787,0.532254,4.46869,0.500025,0.41663,466.848,0.543516,0.473617,61.2687,0.818289,0.256727,27.5828,0.518275,0.476917,97.2232,0.626747,0.573934,-0.562891,1.15084,1.18565,-0.281304,0.768777,0.747955,-0.332175,0.398678,0.469541,46.6364,4.39817,4.31706,18.6667,4.2898,4.28545,68.5556,4.21304,4.21764,9.28283,4.32964,4.3053,103.172,4.26711,4.29652,3.80808,4.1366,4.21938,242.646,4.31424,4.35373,21.8182,4.30191,4.29432,30.9232,4.27204,4.28398,90.4343,4.29598,4.29037,10.5192,4.34722,4.30535,4.80303,4.32103,4.30873,6.75657,4.37643,4.29469,139.879,4.27863,4.293,4.46869,4.31201,4.27598,466.848,4.34435,4.29612,61.2687,4.40298,4.17773,27.5828,4.2826,4.30034,97.2232,4.44184,4.40133,-0.562891,4.27145,4.3265,-0.281304,4.27757,4.29689,-0.332175,4.042,4.06825,All
47.3636,0.92458,0.878644,19,0.332319,0.343318,70.3333,-0.0565784,-0.184107,9.40606,0.403741,0.475489,103.939,0.526407,0.541709,3.90303,-0.607837,-0.691393,248.242,0.42857,0.484771,22.1818,0.662874,0.555595,31.3212,0.509056,0.536404,91.7879,0.538689,0.53169,10.6697,0.644831,0.567742,4.86364,0.405773,0.438334,6.92121,0.303855,0.259335,140.455,0.502861,0.527369,4.57576,0.276058,0.397776,478.818,0.566601,0.470507,61.9758,0.809444,0.262118,28.3061,0.469932,0.473221,99.1212,0.534676,0.57844,-0.547069,1.15134,1.16771,-0.242201,0.740031,0.716433,-0.310575,0.363966,0.474153,47.3636,4.3682,4.31602,19,4.27294,4.28472,70.3333,4.26854,4.21401,9.40606,4.30985,4.30649,103.939,4.24952,4.29506,3.90303,4.1419,4.21654,248.242,4.24495,4.35736,22.1818,4.30692,4.29665,31.3212,4.35305,4.28943,91.7879,4.20609,4.29119,10.6697,4.34427,4.31177,4.86364,4.33506,4.31023,6.92121,4.38585,4.29476,140.455,4.2866,4.29308,4.57576,4.24477,4.2734,478.818,4.33687,4.29627,61.9758,4.40998,4.17992,28.3061,4.27636,4.30078,99.1212,4.47256,4.41575,-0.547069,4.29559,4.32557,-0.242201,4.28619,4.29628,-0.310575,3.99884,4.08295,All
48.0909,0.935625,0.863443,19.3333,0.325778,0.325539,72.1111,-0.106181,-0.217446,9.52929,0.363276,0.469839,104.707,0.570737,0.540603,3.99798,-0.633977,-0.737222,253.838,0.40571,0.481664,22.5455,0.677608,0.565142,31.7192,0.677627,0.542185,93.1414,0.505031,0.535806,10.8202,0.665712,0.577138,4.92424,0.386461,0.429561,7.08586,0.284573,0.249001,141.03,0.491266,0.522484,4.68283,0.46656,0.378922,490.788,0.571423,0.467397,62.6828,0.8006,0.267508,29.0293,0.433451,0.469525,101.019,0.605853,0.582946,-0.531247,1.14019,1.14978,-0.203098,0.705995,0.684911,-0.288975,0.495468,0.478764,48.0909,4.30512,4.31498,19.3333,4.28666,4.28398,72.1111,4.28437,4.21038,9.52929,4.2671,4.30768,104.707,4.29292,4.2936,3.99798,4.14809,4.2137,253.838,4.23063,4.36098,22.5455,4.31212,4.29898,31.7192,4.27692,4.29488,93.1414,4.31575,4.29201,10.8202,4.32013,4.31818,4.92424,4.34666,4.31173,7.08586,4.39055,4.29483,141.03,4.30521,4.29317,4.68283,4.28548,4.27082,490.788,4.32855,4.29642,62.6828,4.41697,4.18211,29.0293,4.26654,4.30122,101.019,4.4429,4.43017,-0.531247,4.32869,4.32463,-0.203098,4.31394,4.29567,-0.288975,4.1168,4.09764,All
48.8182,0.906171,0.848242,19.6667,0.319236,0.30776,73.8889,-0.161221,-0.250785,9.65253,0.340354,0.464189,105.475,0.63446,0.539497,4.09293,-0.65951,-0.783052,259.434,0.390962,0.478557,22.9091,0.692342,0.574689,32.1172,0.632842,0.547966,94.4949,0.574027,0.539921,10.9707,0.43372,0.586533,4.98485,0.341457,0.420787,7.25051,0.265592,0.238667,141.606,0.543094,0.517599,4.7899,0.328511,0.360069,502.758,0.558257,0.464287,63.3899,0.791755,0.272899,29.7525,0.405011,0.465828,102.917,0.451268,0.587451,-0.515424,1.12341,1.13184,-0.163994,0.671959,0.653389,-0.267375,0.266338,0.483376,48.8182,4.24424,4.31394,19.6667,4.30038,4.28324,73.8889,4.2723,4.20675,9.65253,4.23994,4.30888,105.475,4.29707,4.29214,4.09293,4.1543,4.21086,259.434,4.24986,4.36461,22.9091,4.31732,4.30131,32.1172,4.28115,4.30032,94.4949,4.32466,4.29283,10.9707,4.19228,4.3246,4.98485,4.35459,4.31322,7.25051,4.39263,4.2949,141.606,4.34709,4.29326,4.7899,4.24155,4.26824,502.758,4.31984,4.29658,63.3899,4.42397,4.1843,29.7525,4.25205,4.30165,102.917,4.44427,4.44459,-0.515424,4.36147,4.3237,-0.163994,4.34169,4.29506,-0.267375,4.12246,4.11233,All
49.5455,0.877356,0.833041,20,0.312694,0.289981,75.6667,-0.215796,-0.284123,9.77576,0.332547,0.458539,106.242,0.629479,0.538391,4.18788,-0.684663,-0.828881,265.03,0.393742,0.47545,23.2727,0.653199,0.584236,32.5152,0.478708,0.553748,95.8485,0.72031,0.544037,11.1212,0.474947,0.595929,5.04545,0.288511,0.412014,7.41515,0.24815,0.228333,142.182,0.557724,0.512713,4.89697,0.345352,0.341215,514.727,0.532629,0.461177,64.097,0.78291,0.27829,30.4758,0.381956,0.462132,104.815,0.468967,0.591957,-0.499602,1.10303,1.1139,-0.124891,0.645357,0.621867,-0.245774,0.593065,0.487988,49.5455,4.24151,4.3129,20,4.3141,4.28251,75.6667,4.2472,4.20312,9.77576,4.22834,4.31007,106.242,4.27315,4.29067,4.18788,4.15971,4.20802,265.03,4.28338,4.36823,23.2727,4.31677,4.30364,32.5152,4.3327,4.30577,95.8485,4.34299,4.29365,11.1212,4.20303,4.33101,5.04545,4.30789,4.31472,7.41515,4.38928,4.29497,142.182,4.36749,4.29334,4.89697,4.2041,4.26566,514.727,4.31104,4.29673,64.097,4.43096,4.18649,30.4758,4.23268,4.30209,104.815,4.51704,4.45901,-0.499602,4.39405,4.32276,-0.124891,4.33752,4.29445,-0.245774,4.11895,4.12702,All
50.2727,0.854833,0.817839,20.3333,0.273656,0.272202,77.4444,-0.265228,-0.317462,9.89899,0.334416,0.452889,107.01,0.46341,0.537285,4.28283,-0.709606,-0.874711,270.626,0.415074,0.472343,23.6364,0.596099,0.593783,32.9131,0.424386,0.559529,97.202,0.639516,0.548153,11.2717,0.613605,0.605325,5.10606,0.240957,0.403241,7.5798,0.233008,0.217999,142.758,0.49176,0.507828,5.00404,0.19339,0.322361,526.697,0.496971,0.458067,64.804,0.774065,0.283681,31.199,0.363837,0.458436,106.713,0.666736,0.596463,-0.483779,1.08691,1.09597,-0.0857884,0.620158,0.590345,-0.224174,0.576631,0.492599,50.2727,4.27209,4.31186,20.3333,4.29551,4.28177,77.4444,4.22156,4.19949,9.89899,4.22696,4.31126,107.01,4.2491,4.28921,4.28283,4.16367,4.20518,270.626,4.31669,4.37186,23.6364,4.3143,4.30597,32.9131,4.22905,4.31122,97.202,4.35284,4.29447,11.2717,4.34903,4.33743,5.10606,4.25838,4.31622,7.5798,4.37882,4.29504,142.758,4.34136,4.29343,5.00404,4.31147,4.26309,526.697,4.30235,4.29688,64.804,4.43796,4.18868,31.199,4.21186,4.30253,106.713,4.52326,4.47343,-0.483779,4.41049,4.32183,-0.0857884,4.32732,4.29383,-0.224174,4.09536,4.14171,All
