trans_Cl_vs_AGE_abscissa,trans_Cl_vs_AGE_spline,trans_Cl_vs_AGE_regression,trans_Cl_vs_AnionGap_abscissa,trans_Cl_vs_AnionGap_spline,trans_Cl_vs_AnionGap_regression,trans_Cl_vs_BUN_abscissa,trans_Cl_vs_BUN_spline,trans_Cl_vs_BUN_regression,trans_Cl_vs_Ca_abscissa,trans_Cl_vs_Ca_spline,trans_Cl_vs_Ca_regression,trans_Cl_vs_Chloride_abscissa,trans_Cl_vs_Chloride_spline,trans_Cl_vs_Chloride_regression,trans_Cl_vs_Creatinine_abscissa,trans_Cl_vs_Creatinine_spline,trans_Cl_vs_Creatinine_regression,trans_Cl_vs_Glucose_abscissa,trans_Cl_vs_Glucose_spline,trans_Cl_vs_Glucose_regression,trans_Cl_vs_HCO3_abscissa,trans_Cl_vs_HCO3_spline,trans_Cl_vs_HCO3_regression,trans_Cl_vs_HCT_abscissa,trans_Cl_vs_HCT_spline,trans_Cl_vs_HCT_regression,trans_Cl_vs_HR_abscissa,trans_Cl_vs_HR_spline,trans_Cl_vs_HR_regression,trans_Cl_vs_Hb_abscissa,trans_Cl_vs_Hb_spline,trans_Cl_vs_Hb_regression,trans_Cl_vs_K_abscissa,trans_Cl_vs_K_spline,trans_Cl_vs_K_regression,trans_Cl_vs_LacticAcid_abscissa,trans_Cl_vs_LacticAcid_spline,trans_Cl_vs_LacticAcid_regression,trans_Cl_vs_Na_abscissa,trans_Cl_vs_Na_spline,trans_Cl_vs_Na_regression,trans_Cl_vs_P_abscissa,trans_Cl_vs_P_spline,trans_Cl_vs_P_regression,trans_Cl_vs_PLT_abscissa,trans_Cl_vs_PLT_spline,trans_Cl_vs_PLT_regression,trans_Cl_vs_Temperature_abscissa,trans_Cl_vs_Temperature_spline,trans_Cl_vs_Temperature_regression,trans_Cl_vs_WBC_abscissa,trans_Cl_vs_WBC_spline,trans_Cl_vs_WBC_regression,trans_Cl_vs_WT_abscissa,trans_Cl_vs_WT_spline,trans_Cl_vs_WT_regression,trans_Cl_vs_logtAGE_abscissa,trans_Cl_vs_logtAGE_spline,trans_Cl_vs_logtAGE_regression,trans_Cl_vs_logtAnionGap_abscissa,trans_Cl_vs_logtAnionGap_spline,trans_Cl_vs_logtAnionGap_regression,trans_Cl_vs_logtBUN_abscissa,trans_Cl_vs_logtBUN_spline,trans_Cl_vs_logtBUN_regression,trans_Cl_vs_logtCreatinine_abscissa,trans_Cl_vs_logtCreatinine_spline,trans_Cl_vs_logtCreatinine_regression,trans_Cl_vs_logtGlucose_abscissa,trans_Cl_vs_logtGlucose_spline,trans_Cl_vs_logtGlucose_regression,trans_Cl_vs_logtHCO3_abscissa,trans_Cl_vs_logtHCO3_spline,trans_Cl_vs_logtHCO3_regression,trans_Cl_vs_logtHCT_abscissa,trans_Cl_vs_logtHCT_spline,trans_Cl_vs_logtHCT_regression,trans_Cl_vs_logtHb_abscissa,trans_Cl_vs_logtHb_spline,trans_Cl_vs_logtHb_regression,trans_Cl_vs_logtK_abscissa,trans_Cl_vs_logtK_spline,trans_Cl_vs_logtK_regression,trans_Cl_vs_logtLacticAcid_abscissa,trans_Cl_vs_logtLacticAcid_spline,trans_Cl_vs_logtLacticAcid_regression,trans_Cl_vs_logtP_abscissa,trans_Cl_vs_logtP_spline,trans_Cl_vs_logtP_regression,trans_Cl_vs_logtWT_abscissa,trans_Cl_vs_logtWT_spline,trans_Cl_vs_logtWT_regression,trans_V_vs_AGE_abscissa,trans_V_vs_AGE_spline,trans_V_vs_AGE_regression,trans_V_vs_AnionGap_abscissa,trans_V_vs_AnionGap_spline,trans_V_vs_AnionGap_regression,trans_V_vs_BUN_abscissa,trans_V_vs_BUN_spline,trans_V_vs_BUN_regression,trans_V_vs_Ca_abscissa,trans_V_vs_Ca_spline,trans_V_vs_Ca_regression,trans_V_vs_Chloride_abscissa,trans_V_vs_Chloride_spline,trans_V_vs_Chloride_regression,trans_V_vs_Creatinine_abscissa,trans_V_vs_Creatinine_spline,trans_V_vs_Creatinine_regression,trans_V_vs_Glucose_abscissa,trans_V_vs_Glucose_spline,trans_V_vs_Glucose_regression,trans_V_vs_HCO3_abscissa,trans_V_vs_HCO3_spline,trans_V_vs_HCO3_regression,trans_V_vs_HCT_abscissa,trans_V_vs_HCT_spline,trans_V_vs_HCT_regression,trans_V_vs_HR_abscissa,trans_V_vs_HR_spline,trans_V_vs_HR_regression,trans_V_vs_Hb_abscissa,trans_V_vs_Hb_spline,trans_V_vs_Hb_regression,trans_V_vs_K_abscissa,trans_V_vs_K_spline,trans_V_vs_K_regression,trans_V_vs_LacticAcid_abscissa,trans_V_vs_LacticAcid_spline,trans_V_vs_LacticAcid_regression,trans_V_vs_Na_abscissa,trans_V_vs_Na_spline,trans_V_vs_Na_regression,trans_V_vs_P_abscissa,trans_V_vs_P_spline,trans_V_vs_P_regression,trans_V_vs_PLT_abscissa,trans_V_vs_PLT_spline,trans_V_vs_PLT_regression,trans_V_vs_Temperature_abscissa,trans_V_vs_Temperature_spline,trans_V_vs_Temperature_regression,trans_V_vs_WBC_abscissa,trans_V_vs_WBC_spline,trans_V_vs_WBC_regression,trans_V_vs_WT_abscissa,trans_V_vs_WT_spline,trans_V_vs_WT_regression,trans_V_vs_logtAGE_abscissa,trans_V_vs_logtAGE_spline,trans_V_vs_logtAGE_regression,trans_V_vs_logtAnionGap_abscissa,trans_V_vs_logtAnionGap_spline,trans_V_vs_logtAnionGap_regression,trans_V_vs_logtBUN_abscissa,trans_V_vs_logtBUN_spline,trans_V_vs_logtBUN_regression,trans_V_vs_logtCreatinine_abscissa,trans_V_vs_logtCreatinine_spline,trans_V_vs_logtCreatinine_regression,trans_V_vs_logtGlucose_abscissa,trans_V_vs_logtGlucose_spline,trans_V_vs_logtGlucose_regression,trans_V_vs_logtHCO3_abscissa,trans_V_vs_logtHCO3_spline,trans_V_vs_logtHCO3_regression,trans_V_vs_logtHCT_abscissa,trans_V_vs_logtHCT_spline,trans_V_vs_logtHCT_regression,trans_V_vs_logtHb_abscissa,trans_V_vs_logtHb_spline,trans_V_vs_logtHb_regression,trans_V_vs_logtK_abscissa,trans_V_vs_logtK_spline,trans_V_vs_logtK_regression,trans_V_vs_logtLacticAcid_abscissa,trans_V_vs_logtLacticAcid_spline,trans_V_vs_logtLacticAcid_regression,trans_V_vs_logtP_abscissa,trans_V_vs_logtP_spline,trans_V_vs_logtP_regression,trans_V_vs_logtWT_abscissa,trans_V_vs_logtWT_spline,trans_V_vs_logtWT_regression,split
34.2727,1.10118,1.15273,13,0.656654,0.68105,38.3333,0.292972,0.409518,7.18788,0.574728,0.589426,90.1212,0.541753,0.60418,2.19394,-0.00642301,0.129623,147.515,0.349986,0.548273,15.6364,0.373384,0.361389,24.1576,0.37087,0.375874,67.4242,0.593287,0.465132,7.96061,0.165115,0.339395,3.77273,0.638018,0.59144,3.95758,0.43574,0.43845,130.091,0.539089,0.646566,2.64848,0.936426,0.77154,263.364,0.518308,0.538754,49.2485,0.877831,0.0594497,15.2879,0.53595,0.547212,64.9576,0.526047,0.489035,-0.831873,1.48802,1.48835,-0.505643,0.905691,0.994897,-2.17186,1.76254,2.09928,-0.946055,1.33684,1.30633,-0.895991,0.391661,0.614294,-0.60127,-0.102388,0.0989046,-0.41526,0.33268,0.244674,-0.443453,0.0167112,0.130278,-0.238796,0.598024,0.658178,-0.650229,0.634874,0.669369,-1.48042,0.906047,1.57337,-0.69938,0.344254,0.34303,34.2727,4.232,4.31478,13,4.30399,4.29355,38.3333,4.22099,4.28127,7.18788,4.20633,4.27583,90.1212,4.21815,4.29925,2.19394,4.22355,4.26393,147.515,4.284,4.29078,15.6364,4.29772,4.2643,24.1576,4.20316,4.15924,67.4242,4.2741,4.28337,7.96061,4.06006,4.17021,3.77273,4.26527,4.28267,3.95758,4.28956,4.29487,130.091,4.23793,4.27671,2.64848,4.34217,4.31141,263.364,4.27841,4.29209,49.2485,4.30766,4.17818,15.2879,4.29684,4.29174,64.9576,4.23402,4.16731,-0.831873,4.26973,4.31106,-0.505643,4.28987,4.29666,-2.17186,4.20778,4.37439,-0.946055,4.27578,4.31084,-0.895991,4.18469,4.16723,-0.60127,4.24384,4.22657,-0.41526,4.05379,4.05854,-0.443453,4.13226,4.04901,-0.238796,4.33757,4.26745,-0.650229,4.23993,4.27341,-1.48042,4.14841,4.37459,-0.69938,3.82124,3.86319,All
35,1.13583,1.1377,13.3333,0.665692,0.661798,40.1111,0.292545,0.372426,7.31111,0.575075,0.583054,90.8889,0.595237,0.601277,2.28889,-0.0682101,0.0825072,153.111,0.515565,0.544765,16,0.379603,0.37276,24.5556,0.365632,0.385089,68.7778,0.660462,0.469246,8.11111,0.221724,0.353223,3.83333,0.620213,0.584588,4.12222,0.402341,0.426545,130.667,0.594631,0.640138,2.75556,0.846403,0.750113,275.333,0.40521,0.53674,49.9556,0.870623,0.066467,16.0111,0.578119,0.543056,66.8556,0.528894,0.495207,-0.81605,1.48464,1.47059,-0.486736,0.878749,0.978012,-2.11958,1.74174,2.06158,-0.906952,1.3379,1.27418,-0.866004,0.401012,0.612037,-0.58405,-0.0764108,0.111716,-0.402624,0.357087,0.254065,-0.42919,0.0524021,0.143916,-0.226434,0.614607,0.652375,-0.614729,0.664028,0.662556,-1.44694,0.896821,1.54999,-0.677779,0.356386,0.349364,35,4.24167,4.3142,13.3333,4.29931,4.29328,40.1111,4.28776,4.27848,7.31111,4.30824,4.27824,90.8889,4.21581,4.29886,2.28889,4.26597,4.26081,153.111,4.26396,4.29501,16,4.30807,4.26598,24.5556,4.17941,4.16635,68.7778,4.3378,4.28379,8.11111,4.18488,4.17828,3.83333,4.27611,4.28407,4.12222,4.33537,4.29522,130.667,4.27726,4.27768,2.75556,4.34358,4.30952,275.333,4.3734,4.29219,49.9556,4.31342,4.17981,16.0111,4.33274,4.29268,66.8556,4.11857,4.18043,-0.81605,4.27079,4.31069,-0.486736,4.28366,4.29648,-2.11958,4.20336,4.37238,-0.906952,4.27727,4.31003,-0.866004,4.16743,4.17144,-0.58405,4.2527,4.22843,-0.402624,4.05628,4.06577,-0.42919,4.13004,4.05694,-0.226434,4.32716,4.26872,-0.614729,4.22168,4.27443,-1.44694,4.15144,4.3727,-0.677779,3.83199,3.87646,All
35.7273,1.14633,1.12268,13.6667,0.67473,0.642546,41.8889,0.21618,0.335335,7.43434,0.556214,0.576683,91.6566,0.644298,0.598373,2.38384,-0.0940887,0.0353913,158.707,0.503852,0.541256,16.3636,0.371505,0.38413,24.9535,0.271206,0.394303,70.1313,0.613775,0.47336,8.26162,0.342096,0.367051,3.89394,0.592746,0.577735,4.28687,0.406038,0.414641,131.242,0.616779,0.63371,2.86263,0.783082,0.728686,287.303,0.808937,0.534725,50.6626,0.863415,0.0734842,16.7343,0.4579,0.5389,68.7535,0.618264,0.501379,-0.800228,1.46678,1.45284,-0.467829,0.861761,0.961126,-2.06729,1.72095,2.02387,-0.867849,1.33895,1.24202,-0.836017,0.42749,0.60978,-0.566831,-0.0504333,0.124528,-0.389988,0.382905,0.263457,-0.414928,0.112172,0.157555,-0.214073,0.622413,0.646571,-0.579229,0.677491,0.655743,-1.41346,0.887595,1.5266,-0.656179,0.364303,0.355698,35.7273,4.27261,4.31363,13.6667,4.29464,4.29301,41.8889,4.23477,4.27569,7.43434,4.30081,4.28065,91.6566,4.21613,4.29847,2.38384,4.26929,4.25768,158.707,4.31514,4.29924,16.3636,4.29887,4.26765,24.9535,4.10554,4.17346,70.1313,4.35169,4.2842,8.26162,4.17885,4.18635,3.89394,4.30321,4.28548,4.28687,4.33359,4.29557,131.242,4.2883,4.27865,2.86263,4.33298,4.30763,287.303,4.37015,4.29228,50.6626,4.31919,4.18144,16.7343,4.32721,4.29363,68.7535,4.29029,4.19355,-0.800228,4.27145,4.31033,-0.467829,4.2802,4.29629,-2.06729,4.19902,4.37037,-0.867849,4.27876,4.30921,-0.836017,4.15207,4.17564,-0.566831,4.26156,4.23029,-0.389988,4.05847,4.073,-0.414928,4.12234,4.06487,-0.214073,4.30752,4.26999,-0.579229,4.24901,4.27545,-1.41346,4.15447,4.37081,-0.656179,3.84407,3.88973,All
36.4545,1.14436,1.10765,14,0.683768,0.623294,43.6667,0.120646,0.298243,7.55758,0.636738,0.570312,92.4242,0.676756,0.595469,2.47879,-0.101853,-0.0117246,164.303,0.581311,0.537748,16.7273,0.363407,0.395501,25.3515,0.26284,0.403518,71.4848,0.484258,0.477474,8.41212,0.401045,0.38088,3.95455,0.557408,0.570883,4.45152,0.46546,0.402737,131.818,0.593008,0.627282,2.9697,0.792904,0.707259,299.273,0.558164,0.53271,51.3697,0.856206,0.0805015,17.4576,0.371773,0.534743,70.6515,0.493528,0.507552,-0.784405,1.4451,1.43509,-0.448922,0.844774,0.944241,-2.01501,1.70016,1.98617,-0.828746,1.3147,1.20986,-0.80603,0.465684,0.607523,-0.549611,-0.0173131,0.13734,-0.377352,0.404397,0.272849,-0.400665,0.195752,0.171193,-0.201712,0.622753,0.640768,-0.543728,0.686785,0.648931,-1.37999,0.878369,1.50322,-0.634579,0.365575,0.362032,36.4545,4.3061,4.31305,14,4.28997,4.29273,43.6667,4.22637,4.27289,7.55758,4.29914,4.28306,92.4242,4.22269,4.29808,2.47879,4.24668,4.25455,164.303,4.38048,4.30346,16.7273,4.28966,4.26932,25.3515,4.11108,4.18056,71.4848,4.18437,4.28462,8.41212,4.22626,4.19442,3.95455,4.32971,4.28688,4.45152,4.28986,4.29592,131.818,4.26042,4.27962,2.9697,4.33762,4.30575,299.273,4.2681,4.29238,51.3697,4.32496,4.18307,17.4576,4.32823,4.29457,70.6515,4.18256,4.20667,-0.784405,4.27202,4.30996,-0.448922,4.27674,4.2961,-2.01501,4.19468,4.36836,-0.828746,4.28244,4.3084,-0.80603,4.13825,4.17985,-0.549611,4.25683,4.23215,-0.377352,4.06605,4.08023,-0.400665,4.10934,4.0728,-0.201712,4.28004,4.27126,-0.543728,4.28846,4.27647,-1.37999,4.15749,4.36892,-0.634579,3.85768,3.903,All
37.1818,1.13269,1.09262,14.3333,0.623879,0.604042,45.4444,0.162998,0.261151,7.68081,0.676233,0.56394,93.1919,0.684391,0.592566,2.57374,-0.114504,-0.0588405,169.899,0.502954,0.534239,17.0909,0.35257,0.406872,25.7495,0.462566,0.412732,72.8384,0.484138,0.481588,8.56263,0.405046,0.394708,4.01515,0.54165,0.56403,4.61616,0.516383,0.390832,132.394,0.561264,0.620854,3.07677,0.66239,0.685832,311.242,0.469687,0.530696,52.0768,0.848998,0.0875188,18.1808,0.675455,0.530587,72.5495,0.6874,0.513724,-0.768583,1.41325,1.41733,-0.430015,0.827786,0.927355,-1.96272,1.67938,1.94846,-0.789643,1.27115,1.1777,-0.776043,0.517051,0.605266,-0.532391,0.0244183,0.150151,-0.364716,0.424354,0.28224,-0.386402,0.28121,0.184832,-0.18935,0.619433,0.634964,-0.508228,0.710216,0.642118,-1.34651,0.869142,1.47984,-0.612979,0.363522,0.368366,37.1818,4.33646,4.31248,14.3333,4.28623,4.29246,45.4444,4.36615,4.2701,7.68081,4.32444,4.28547,93.1919,4.23689,4.29769,2.57374,4.23586,4.25143,169.899,4.29521,4.30769,17.0909,4.28116,4.27099,25.7495,4.20378,4.18767,72.8384,4.19916,4.28503,8.56263,4.18115,4.20249,4.01515,4.34566,4.28829,4.61616,4.24878,4.29627,132.394,4.25797,4.28059,3.07677,4.2267,4.30386,311.242,4.21557,4.29248,52.0768,4.33073,4.18471,18.1808,4.29433,4.29551,72.5495,4.29405,4.21979,-0.768583,4.27221,4.30959,-0.430015,4.27329,4.29591,-1.96272,4.19035,4.36635,-0.789643,4.28779,4.30759,-0.776043,4.12756,4.18406,-0.532391,4.23572,4.23401,-0.364716,4.07541,4.08746,-0.386402,4.09642,4.08073,-0.18935,4.25786,4.27253,-0.508228,4.31136,4.27749,-1.34651,4.16052,4.36703,-0.612979,3.87199,3.91627,All
37.9091,1.11437,1.0776,14.6667,0.563989,0.58479,47.2222,0.163959,0.224059,7.80404,0.519562,0.557569,93.9596,0.656057,0.589662,2.66869,-0.138689,-0.105956,175.495,0.590926,0.530731,17.4545,0.333511,0.418242,26.1475,0.299887,0.421947,74.1919,0.512482,0.485703,8.71313,0.340596,0.408536,4.07576,0.587256,0.557178,4.78081,0.51254,0.378928,132.97,0.52584,0.614426,3.18384,0.587973,0.664405,323.212,0.72886,0.528681,52.7838,0.84179,0.094536,18.904,0.330362,0.526431,74.4475,0.542161,0.519896,-0.752761,1.37091,1.39958,-0.411108,0.810799,0.91047,-1.91044,1.65859,1.91076,-0.75054,1.2276,1.14554,-0.746056,0.566101,0.603009,-0.515172,0.0661497,0.162963,-0.35208,0.43339,0.291632,-0.37214,0.361272,0.19847,-0.176989,0.590582,0.62916,-0.472728,0.7612,0.635306,-1.31303,0.859916,1.45646,-0.591378,0.351234,0.3747,37.9091,4.35281,4.31191,14.6667,4.2825,4.29219,47.2222,4.384,4.26731,7.80404,4.26264,4.28788,93.9596,4.25997,4.29731,2.66869,4.24088,4.2483,175.495,4.40726,4.31192,17.4545,4.27475,4.27266,26.1475,4.23064,4.19478,74.1919,4.28006,4.28544,8.71313,4.23397,4.21056,4.07576,4.33018,4.28969,4.78081,4.24188,4.29662,132.97,4.26727,4.28156,3.18384,4.21281,4.30197,323.212,4.36987,4.29258,52.7838,4.33649,4.18634,18.904,4.28099,4.29646,74.4475,4.20297,4.23291,-0.752761,4.27202,4.30923,-0.411108,4.26983,4.29572,-1.91044,4.18601,4.36434,-0.75054,4.29313,4.30678,-0.746056,4.11974,4.18826,-0.515172,4.2146,4.23587,-0.35208,4.09608,4.09469,-0.37214,4.08503,4.08866,-0.176989,4.27269,4.2738,-0.472728,4.30202,4.27851,-1.31303,4.16355,4.36514,-0.591378,3.88811,3.92954,All
38.6364,1.09789,1.06257,15,0.5041,0.565538,49,0.0827481,0.186967,7.92727,0.531217,0.551198,94.7273,0.580147,0.586758,2.76364,-0.173217,-0.153072,181.091,0.492619,0.527222,17.8182,0.314453,0.429613,26.5455,0.372581,0.431162,75.5455,0.497696,0.489817,8.86364,0.331937,0.422365,4.13636,0.572647,0.550325,4.94545,0.462896,0.367024,133.545,0.583765,0.607998,3.29091,0.588392,0.642978,335.182,0.656883,0.526666,53.4909,0.834581,0.101553,19.6273,0.535129,0.522274,76.3455,0.599702,0.526068,-0.736938,1.32621,1.38183,-0.392201,0.793812,0.893584,-1.85815,1.63682,1.87305,-0.711437,1.18405,1.11338,-0.716069,0.598616,0.600752,-0.497952,0.107881,0.175775,-0.339444,0.428595,0.301023,-0.357877,0.404344,0.212109,-0.164628,0.561731,0.623357,-0.437228,0.797805,0.628493,-1.27956,0.85069,1.43308,-0.569778,0.332048,0.381033,38.6364,4.33212,4.31133,15,4.27877,4.29192,49,4.26937,4.26451,7.92727,4.27791,4.29028,94.7273,4.27279,4.29692,2.76364,4.24896,4.24517,181.091,4.22547,4.31615,17.8182,4.26833,4.27433,26.5455,4.06535,4.20189,75.5455,4.29262,4.28586,8.86364,4.22623,4.21863,4.13636,4.29939,4.2911,4.94545,4.26521,4.29697,133.545,4.26792,4.28253,3.29091,4.2942,4.30008,335.182,4.29539,4.29267,53.4909,4.34226,4.18797,19.6273,4.34038,4.2974,76.3455,4.32825,4.24603,-0.736938,4.27143,4.30886,-0.392201,4.26638,4.29553,-1.85815,4.18573,4.36233,-0.711437,4.29848,4.30596,-0.716069,4.11621,4.19247,-0.497952,4.19348,4.23773,-0.339444,4.13053,4.10192,-0.357877,4.08274,4.0966,-0.164628,4.28752,4.27507,-0.437228,4.2926,4.27953,-1.27956,4.16657,4.36325,-0.569778,3.90553,3.94281,All
39.3636,1.08168,1.04754,15.3333,0.485527,0.546285,50.7778,0.0592247,0.149876,8.05051,0.654287,0.544826,95.4949,0.486489,0.583854,2.85859,-0.21559,-0.200188,186.687,0.432141,0.523714,18.1818,0.326864,0.440983,26.9434,0.41648,0.440376,76.899,0.543777,0.493931,9.01414,0.314409,0.436193,4.19697,0.517894,0.543473,5.1101,0.397505,0.355119,134.121,0.629964,0.60157,3.39798,0.667429,0.621551,347.152,0.596096,0.524652,54.198,0.827373,0.108571,20.3505,0.41333,0.518118,78.2434,0.360678,0.53224,-0.721116,1.27524,1.36407,-0.373293,0.798038,0.876699,-1.80587,1.61401,1.83535,-0.672334,1.14049,1.08123,-0.686082,0.597204,0.598495,-0.480732,0.149612,0.188587,-0.326808,0.408964,0.310415,-0.343614,0.381605,0.225747,-0.152266,0.606231,0.617553,-0.401727,0.678387,0.62168,-1.24608,0.847044,1.4097,-0.548178,0.309412,0.387367,39.3636,4.30614,4.31076,15.3333,4.27089,4.29165,50.7778,4.23214,4.26172,8.05051,4.30761,4.29269,95.4949,4.26859,4.29653,2.85859,4.24699,4.24205,186.687,4.37194,4.32038,18.1818,4.26818,4.276,26.9434,4.24654,4.209,76.899,4.27927,4.28627,9.01414,4.15063,4.2267,4.19697,4.25841,4.2925,5.1101,4.30081,4.29732,134.121,4.2697,4.28351,3.39798,4.33115,4.29819,347.152,4.25481,4.29277,54.198,4.34803,4.1896,20.3505,4.29849,4.29834,78.2434,4.22961,4.25915,-0.721116,4.26976,4.3085,-0.373293,4.27179,4.29534,-1.80587,4.18976,4.36032,-0.672334,4.30382,4.30515,-0.686082,4.11778,4.19668,-0.480732,4.17237,4.23959,-0.326808,4.17579,4.10915,-0.343614,4.09471,4.10453,-0.152266,4.27588,4.27634,-0.401727,4.28226,4.28055,-1.24608,4.17276,4.36136,-0.548178,3.92647,3.95608,All
40.0909,1.06616,1.03252,15.6667,0.466953,0.527033,52.5556,0.0659791,0.112784,8.17374,0.50458,0.538455,96.2626,0.419608,0.580951,2.95354,-0.263249,-0.247304,192.283,0.502319,0.520206,18.5455,0.370746,0.452354,27.3414,0.342341,0.449591,78.2525,0.339341,0.498045,9.16465,0.55439,0.450021,4.25758,0.561685,0.536621,5.27475,0.340411,0.343215,134.697,0.612743,0.595142,3.50505,0.657618,0.600124,359.121,0.576603,0.522637,54.9051,0.820164,0.115588,21.0737,0.566284,0.513962,80.1414,0.639212,0.538412,-0.705293,1.22501,1.34632,-0.354386,0.802646,0.859813,-1.75359,1.59121,1.79764,-0.633231,1.10395,1.04907,-0.656095,0.556159,0.596238,-0.463513,0.184224,0.201398,-0.314172,0.37933,0.319807,-0.329352,0.324809,0.239386,-0.139905,0.671378,0.61175,-0.366227,0.558968,0.614868,-1.2126,0.846689,1.38632,-0.526578,0.295855,0.393701,40.0909,4.27989,4.31019,15.6667,4.26301,4.29138,52.5556,4.27576,4.25892,8.17374,4.2804,4.2951,96.2626,4.26077,4.29614,2.95354,4.23205,4.23892,192.283,4.35755,4.32461,18.5455,4.27429,4.27768,27.3414,4.09335,4.21611,78.2525,4.242,4.28669,9.16465,4.25146,4.23477,4.25758,4.2981,4.2939,5.27475,4.33508,4.29767,134.697,4.27756,4.28448,3.50505,4.33353,4.2963,359.121,4.3183,4.29287,54.9051,4.3538,4.19123,21.0737,4.36428,4.29929,80.1414,4.26208,4.27227,-0.705293,4.26781,4.30813,-0.354386,4.27736,4.29516,-1.75359,4.19379,4.35831,-0.633231,4.3112,4.30434,-0.656095,4.12415,4.20089,-0.463513,4.18549,4.24144,-0.314172,4.21174,4.11638,-0.329352,4.10239,4.11246,-0.139905,4.25679,4.27761,-0.366227,4.27192,4.28158,-1.2126,4.18081,4.35947,-0.526578,3.95402,3.96935,All
40.8182,1.0555,1.01749,16,0.44838,0.507781,54.3333,0.00640326,0.075692,8.29697,0.527573,0.532083,97.0303,0.424753,0.578047,3.04848,-0.313592,-0.29442,197.879,0.657263,0.516697,18.9091,0.414628,0.463724,27.7394,0.45644,0.458806,79.6061,0.474271,0.502159,9.31515,0.439948,0.46385,4.31818,0.572666,0.529768,5.43939,0.312814,0.331311,135.273,0.608972,0.588714,3.61212,0.545426,0.578697,371.091,0.475131,0.520622,55.6121,0.812956,0.122605,21.797,0.525949,0.509806,82.0394,0.524729,0.544584,-0.689471,1.17971,1.32857,-0.335479,0.807254,0.842928,-1.7013,1.56841,1.75994,-0.594128,1.06814,1.01691,-0.626109,0.481789,0.593981,-0.446293,0.217112,0.21421,-0.301537,0.346264,0.329198,-0.315089,0.28953,0.253024,-0.127544,0.690261,0.605946,-0.330727,0.623125,0.608055,-1.17913,0.846335,1.36293,-0.504977,0.30333,0.400035,40.8182,4.25181,4.30961,16,4.25513,4.29111,54.3333,4.26811,4.25613,8.29697,4.28514,4.29751,97.0303,4.26538,4.29575,3.04848,4.20861,4.2358,197.879,4.37098,4.32883,18.9091,4.28041,4.27935,27.7394,4.23385,4.22322,79.6061,4.27667,4.2871,9.31515,4.26391,4.24283,4.31818,4.31541,4.29531,5.43939,4.35532,4.29802,135.273,4.27938,4.28545,3.61212,4.24018,4.29441,371.091,4.3011,4.29296,55.6121,4.35956,4.19286,21.797,4.25713,4.30023,82.0394,4.23244,4.28539,-0.689471,4.26391,4.30776,-0.335479,4.28293,4.29497,-1.7013,4.19781,4.3563,-0.594128,4.31879,4.30353,-0.626109,4.13686,4.20509,-0.446293,4.20692,4.2433,-0.301537,4.21457,4.1236,-0.315089,4.08253,4.12039,-0.127544,4.25381,4.27888,-0.330727,4.29335,4.2826,-1.17913,4.18886,4.35758,-0.504977,3.99142,3.98263,All
41.5455,1.04849,1.00246,16.3333,0.454412,0.488529,56.1111,-0.0969674,0.0386002,8.4202,0.440546,0.525712,97.798,0.540102,0.575143,3.14343,-0.364008,-0.341536,203.475,0.651054,0.513189,19.2727,0.465889,0.475095,28.1374,0.531571,0.46802,80.9596,0.376532,0.506273,9.46566,0.476071,0.477678,4.37879,0.494988,0.522916,5.60404,0.311062,0.319407,135.848,0.620146,0.582286,3.71919,0.575748,0.557269,383.061,0.437905,0.518608,56.3192,0.805748,0.129622,22.5202,0.512446,0.505649,83.9374,0.503294,0.550756,-0.673648,1.13553,1.31081,-0.316572,0.811862,0.826042,-1.64902,1.54498,1.72223,-0.555025,1.03233,0.984752,-0.596122,0.438284,0.591724,-0.429073,0.25,0.227022,-0.288901,0.320043,0.33859,-0.300826,0.292023,0.266663,-0.115182,0.663136,0.600143,-0.295226,0.681264,0.601243,-1.14565,0.849142,1.33955,-0.483377,0.343035,0.406369,41.5455,4.24669,4.30904,16.3333,4.26687,4.29084,56.1111,4.21427,4.25334,8.4202,4.30472,4.29992,97.798,4.318,4.29536,3.14343,4.18264,4.23267,203.475,4.41772,4.33306,19.2727,4.27861,4.28102,28.1374,4.17018,4.23033,80.9596,4.24043,4.28751,9.46566,4.24774,4.2509,4.37879,4.27057,4.29671,5.60404,4.36269,4.29837,135.848,4.27448,4.28642,3.71919,4.31455,4.29253,383.061,4.2578,4.29306,56.3192,4.36533,4.1945,22.5202,4.29216,4.30117,83.9374,4.26899,4.29851,-0.673648,4.25984,4.3074,-0.316572,4.2885,4.29478,-1.64902,4.2037,4.35429,-0.555025,4.32637,4.30271,-0.596122,4.15594,4.2093,-0.429073,4.22834,4.24516,-0.288901,4.18521,4.13083,-0.300826,4.06508,4.12832,-0.115182,4.26684,4.28015,-0.295226,4.31243,4.28362,-1.14565,4.19929,4.35569,-0.483377,4.04152,3.9959,All
