trans_Cl_vs_AGE_abscissa,trans_Cl_vs_AGE_spline,trans_Cl_vs_AGE_regression,trans_Cl_vs_AnionGap_abscissa,trans_Cl_vs_AnionGap_spline,trans_Cl_vs_AnionGap_regression,trans_Cl_vs_BUN_abscissa,trans_Cl_vs_BUN_spline,trans_Cl_vs_BUN_regression,trans_Cl_vs_Ca_abscissa,trans_Cl_vs_Ca_spline,trans_Cl_vs_Ca_regression,trans_Cl_vs_Chloride_abscissa,trans_Cl_vs_Chloride_spline,trans_Cl_vs_Chloride_regression,trans_Cl_vs_Creatinine_abscissa,trans_Cl_vs_Creatinine_spline,trans_Cl_vs_Creatinine_regression,trans_Cl_vs_Glucose_abscissa,trans_Cl_vs_Glucose_spline,trans_Cl_vs_Glucose_regression,trans_Cl_vs_HCO3_abscissa,trans_Cl_vs_HCO3_spline,trans_Cl_vs_HCO3_regression,trans_Cl_vs_HCT_abscissa,trans_Cl_vs_HCT_spline,trans_Cl_vs_HCT_regression,trans_Cl_vs_HR_abscissa,trans_Cl_vs_HR_spline,trans_Cl_vs_HR_regression,trans_Cl_vs_Hb_abscissa,trans_Cl_vs_Hb_spline,trans_Cl_vs_Hb_regression,trans_Cl_vs_K_abscissa,trans_Cl_vs_K_spline,trans_Cl_vs_K_regression,trans_Cl_vs_LacticAcid_abscissa,trans_Cl_vs_LacticAcid_spline,trans_Cl_vs_LacticAcid_regression,trans_Cl_vs_Na_abscissa,trans_Cl_vs_Na_spline,trans_Cl_vs_Na_regression,trans_Cl_vs_P_abscissa,trans_Cl_vs_P_spline,trans_Cl_vs_P_regression,trans_Cl_vs_PLT_abscissa,trans_Cl_vs_PLT_spline,trans_Cl_vs_PLT_regression,trans_Cl_vs_Temperature_abscissa,trans_Cl_vs_Temperature_spline,trans_Cl_vs_Temperature_regression,trans_Cl_vs_WBC_abscissa,trans_Cl_vs_WBC_spline,trans_Cl_vs_WBC_regression,trans_Cl_vs_WT_abscissa,trans_Cl_vs_WT_spline,trans_Cl_vs_WT_regression,trans_V_vs_AGE_abscissa,trans_V_vs_AGE_spline,trans_V_vs_AGE_regression,trans_V_vs_AnionGap_abscissa,trans_V_vs_AnionGap_spline,trans_V_vs_AnionGap_regression,trans_V_vs_BUN_abscissa,trans_V_vs_BUN_spline,trans_V_vs_BUN_regression,trans_V_vs_Ca_abscissa,trans_V_vs_Ca_spline,trans_V_vs_Ca_regression,trans_V_vs_Chloride_abscissa,trans_V_vs_Chloride_spline,trans_V_vs_Chloride_regression,trans_V_vs_Creatinine_abscissa,trans_V_vs_Creatinine_spline,trans_V_vs_Creatinine_regression,trans_V_vs_Glucose_abscissa,trans_V_vs_Glucose_spline,trans_V_vs_Glucose_regression,trans_V_vs_HCO3_abscissa,trans_V_vs_HCO3_spline,trans_V_vs_HCO3_regression,trans_V_vs_HCT_abscissa,trans_V_vs_HCT_spline,trans_V_vs_HCT_regression,trans_V_vs_HR_abscissa,trans_V_vs_HR_spline,trans_V_vs_HR_regression,trans_V_vs_Hb_abscissa,trans_V_vs_Hb_spline,trans_V_vs_Hb_regression,trans_V_vs_K_abscissa,trans_V_vs_K_spline,trans_V_vs_K_regression,trans_V_vs_LacticAcid_abscissa,trans_V_vs_LacticAcid_spline,trans_V_vs_LacticAcid_regression,trans_V_vs_Na_abscissa,trans_V_vs_Na_spline,trans_V_vs_Na_regression,trans_V_vs_P_abscissa,trans_V_vs_P_spline,trans_V_vs_P_regression,trans_V_vs_PLT_abscissa,trans_V_vs_PLT_spline,trans_V_vs_PLT_regression,trans_V_vs_Temperature_abscissa,trans_V_vs_Temperature_spline,trans_V_vs_Temperature_regression,trans_V_vs_WBC_abscissa,trans_V_vs_WBC_spline,trans_V_vs_WBC_regression,trans_V_vs_WT_abscissa,trans_V_vs_WT_spline,trans_V_vs_WT_regression,split
41.5455,0.817866,0.742404,16.3333,0.3485,0.375419,56.1111,0.0154593,0.106212,8.4202,0.387157,0.406479,97.798,0.392786,0.410321,3.14343,-0.185758,-0.146225,203.475,0.578945,0.409166,19.2727,0.339503,0.368401,28.1374,0.425656,0.351221,80.9596,0.333276,0.383523,9.46566,0.35002,0.361522,4.37879,0.377226,0.397938,5.60404,0.301022,0.272011,135.848,0.445845,0.424158,3.71919,0.382946,0.421709,383.061,0.252679,0.403266,56.3192,0.290061,0.0780654,22.5202,0.319314,0.382885,83.9374,0.321332,0.42034,41.5455,4.4582,4.45675,16.3333,4.34741,4.37007,56.1111,4.15909,4.24653,8.4202,4.34315,4.38523,97.798,4.40734,4.39586,3.14343,4.10174,4.13459,203.475,4.4521,4.39035,19.2727,4.34871,4.35391,28.1374,4.30507,4.34133,80.9596,4.33409,4.37361,9.46566,4.32977,4.35199,4.37879,4.3726,4.37958,5.60404,4.41946,4.33284,135.848,4.37479,4.38681,3.71919,4.45914,4.38682,383.061,4.35246,4.3754,56.3192,4.65673,4.27393,22.5202,4.35536,4.37225,83.9374,4.39065,4.38658,All
42.2727,0.814393,0.731602,16.6667,0.34646,0.362378,57.8889,-0.0448389,0.083679,8.54343,0.383478,0.403878,98.5657,0.40017,0.410854,3.23838,-0.212782,-0.175988,209.071,0.357289,0.408531,19.6364,0.388152,0.375776,28.5354,0.360902,0.358657,82.3131,0.481278,0.3867,9.61616,0.377656,0.372184,4.43939,0.361826,0.393081,5.76869,0.304818,0.26453,136.424,0.484474,0.422535,3.82626,0.332399,0.407794,395.03,0.286525,0.402421,57.0263,0.285849,0.0837294,23.2434,0.352285,0.37966,85.8354,0.423968,0.429829,42.2727,4.44852,4.45434,16.6667,4.36348,4.36564,57.8889,4.17735,4.23653,8.54343,4.36828,4.38569,98.5657,4.40486,4.39458,3.23838,4.08304,4.12139,209.071,4.36219,4.39103,19.6364,4.35124,4.35858,28.5354,4.40224,4.34623,82.3131,4.48722,4.37461,9.61616,4.34171,4.35826,4.43939,4.3715,4.37845,5.76869,4.431,4.33019,136.424,4.39688,4.38623,3.82626,4.32563,4.37986,395.03,4.35202,4.37482,57.0263,4.65779,4.27578,23.2434,4.44386,4.37111,85.8354,4.4828,4.39218,All
43,0.807961,0.720801,17,0.34442,0.349338,59.6667,-0.0243169,0.061146,8.66667,0.539159,0.401277,99.3333,0.41656,0.411387,3.33333,-0.236773,-0.20575,214.667,0.220441,0.407895,20,0.436801,0.383152,28.9333,0.251955,0.366093,83.6667,0.413685,0.389877,9.76667,0.359578,0.382847,4.5,0.353959,0.388224,5.93333,0.310867,0.257048,137,0.515048,0.420913,3.93333,0.359901,0.393879,407,0.324663,0.401577,57.7333,0.281636,0.0893935,23.9667,0.41452,0.376435,87.7333,0.403741,0.439318,43,4.45165,4.45192,17,4.37956,4.36121,59.6667,4.2451,4.22654,8.66667,4.45481,4.38615,99.3333,4.39973,4.3933,3.33333,4.06766,4.10819,214.667,4.30482,4.39171,20,4.35377,4.36325,28.9333,4.35147,4.35114,83.6667,4.36842,4.37561,9.76667,4.36967,4.36453,4.5,4.40063,4.37731,5.93333,4.43608,4.32754,137,4.4306,4.38565,3.93333,4.30462,4.37289,407,4.35053,4.37425,57.7333,4.65886,4.27762,23.9667,4.42184,4.36998,87.7333,4.38103,4.39778,All
43.7273,0.769866,0.709999,17.3333,0.344081,0.336297,61.4444,0.00671544,0.0386129,8.7899,0.291404,0.398676,100.101,0.467613,0.41192,3.42828,-0.257955,-0.235513,220.263,0.304628,0.40726,20.3636,0.444167,0.390527,29.3313,0.434292,0.373529,85.0202,0.488333,0.393055,9.91717,0.422115,0.39351,4.56061,0.346337,0.383367,6.09798,0.312953,0.249566,137.576,0.491545,0.419291,4.0404,0.395134,0.379964,418.97,0.34035,0.400733,58.4404,0.277423,0.0950575,24.6899,0.437495,0.373209,89.6313,0.654319,0.448807,43.7273,4.45271,4.44951,17.3333,4.36758,4.35678,61.4444,4.23148,4.21654,8.7899,4.37752,4.38661,100.101,4.42202,4.39201,3.42828,4.0555,4.09499,220.263,4.31575,4.3924,20.3636,4.37063,4.36792,29.3313,4.31762,4.35604,85.0202,4.35889,4.37661,9.91717,4.39615,4.3708,4.56061,4.36697,4.37618,6.09798,4.43724,4.32489,137.576,4.43001,4.38506,4.0404,4.35485,4.36592,418.97,4.34637,4.37367,58.4404,4.65993,4.27946,24.6899,4.3938,4.36885,89.6313,4.44307,4.40339,All
44.4545,0.70775,0.699197,17.6667,0.343742,0.323256,63.2222,0.0305069,0.0160798,8.91313,0.397729,0.396076,100.869,0.429559,0.412453,3.52323,-0.276694,-0.265275,225.859,0.417968,0.406624,20.7273,0.451533,0.397902,29.7293,0.407289,0.380965,86.3737,0.447924,0.396232,10.0677,0.59105,0.404173,4.62121,0.3463,0.37851,6.26263,0.312179,0.242084,138.152,0.476097,0.417669,4.14747,0.343652,0.366049,430.939,0.350133,0.399889,59.1475,0.27321,0.100722,25.4131,0.427089,0.369984,91.5293,0.599011,0.458297,44.4545,4.44159,4.4471,17.6667,4.35559,4.35235,63.2222,4.16073,4.20655,8.91313,4.39416,4.38707,100.869,4.38336,4.39073,3.52323,4.04612,4.08179,225.859,4.36309,4.39308,20.7273,4.3875,4.37259,29.7293,4.37229,4.36095,86.3737,4.33095,4.37762,10.0677,4.47436,4.37706,4.62121,4.33133,4.37505,6.26263,4.43642,4.32224,138.152,4.4286,4.38448,4.14747,4.359,4.35896,430.939,4.34526,4.3731,59.1475,4.66099,4.2813,25.4131,4.38391,4.36772,91.5293,4.43676,4.40899,All
45.1818,0.644982,0.688396,18,0.343402,0.310216,65,0.0533688,-0.00645329,9.03636,0.338617,0.393475,101.636,0.376766,0.412986,3.61818,-0.293357,-0.295038,231.455,0.41234,0.405989,21.0909,0.462602,0.405277,30.1273,0.47914,0.388401,87.7273,0.115921,0.399409,10.2182,0.223796,0.414836,4.68182,0.360349,0.373653,6.42727,0.307414,0.234603,138.727,0.483203,0.416046,4.25455,0.324548,0.352134,442.909,0.368949,0.399044,59.8545,0.268997,0.106386,26.1364,0.427132,0.366759,93.4273,0.397103,0.467786,45.1818,4.42711,4.44468,18,4.34361,4.34791,65,4.12462,4.19656,9.03636,4.3738,4.38753,101.636,4.43358,4.38944,3.61818,4.03905,4.06859,231.455,4.40541,4.39377,21.0909,4.40143,4.37726,30.1273,4.37323,4.36585,87.7273,4.29671,4.37862,10.2182,4.33899,4.38333,4.68182,4.29203,4.37391,6.42727,4.43266,4.31958,138.727,4.4249,4.38389,4.25455,4.43389,4.35199,442.909,4.35367,4.37252,59.8545,4.66206,4.28315,26.1364,4.36657,4.36658,93.4273,4.29383,4.41459,All
45.9091,0.623498,0.677594,18.3333,0.307299,0.297175,66.7778,0.0734397,-0.0289864,9.1596,0.379587,0.390874,102.404,0.376728,0.413518,3.71313,-0.308308,-0.3248,237.051,0.373135,0.405353,21.4545,0.484776,0.412653,30.5253,0.526987,0.395837,89.0808,0.360636,0.402586,10.3687,0.35446,0.425499,4.74242,0.367985,0.368796,6.59192,0.299771,0.227121,139.303,0.455163,0.414424,4.36162,0.3805,0.338219,454.879,0.40115,0.3982,60.5616,0.264784,0.11205,26.8596,0.435453,0.363534,95.3253,0.507568,0.477275,45.9091,4.4245,4.44227,18.3333,4.33173,4.34348,66.7778,4.15345,4.18656,9.1596,4.34928,4.38799,102.404,4.42763,4.38816,3.71313,4.03383,4.05539,237.051,4.39152,4.39445,21.4545,4.40657,4.38192,30.5253,4.45585,4.37076,89.0808,4.35278,4.37962,10.3687,4.37511,4.3896,4.74242,4.31947,4.37278,6.59192,4.42656,4.31693,139.303,4.4066,4.38331,4.36162,4.42488,4.34503,454.879,4.37185,4.37195,60.5616,4.66313,4.28499,26.8596,4.34369,4.36545,95.3253,4.41064,4.42019,All
46.6364,0.680603,0.666792,18.6667,0.271196,0.284134,68.5556,0.0806735,-0.0515195,9.28283,0.392366,0.388273,103.172,0.411351,0.414051,3.80808,-0.321914,-0.354562,242.646,0.337709,0.404718,21.8182,0.506951,0.420028,30.9232,0.430915,0.403273,90.4343,0.457312,0.405763,10.5192,0.487493,0.436161,4.80303,0.371455,0.363939,6.75657,0.289491,0.219639,139.879,0.395493,0.412802,4.46869,0.433537,0.324304,466.848,0.435272,0.397356,61.2687,0.260572,0.117714,27.5828,0.43305,0.360309,97.2232,0.541442,0.486764,46.6364,4.4537,4.43985,18.6667,4.31985,4.33905,68.5556,4.20021,4.17657,9.28283,4.39886,4.38845,103.172,4.36659,4.38688,3.80808,4.02999,4.04219,242.646,4.34262,4.39513,21.8182,4.41172,4.38659,30.9232,4.48127,4.37567,90.4343,4.37589,4.38062,10.5192,4.44793,4.39587,4.80303,4.37336,4.37164,6.75657,4.41803,4.31428,139.879,4.37515,4.38273,4.46869,4.3918,4.33806,466.848,4.39232,4.37137,61.2687,4.66419,4.28683,27.5828,4.32741,4.36432,97.2232,4.50218,4.4258,All
47.3636,0.691073,0.655991,19,0.235093,0.271094,70.3333,0.0670176,-0.0740525,9.40606,0.383529,0.385672,103.939,0.391978,0.414584,3.90303,-0.33454,-0.384325,248.242,0.303766,0.404082,22.1818,0.521593,0.427403,31.3212,0.421716,0.410709,91.7879,0.414441,0.408941,10.6697,0.529546,0.446824,4.86364,0.347988,0.359082,6.92121,0.277816,0.212158,140.455,0.376197,0.41118,4.57576,0.232822,0.310389,478.818,0.458673,0.396512,61.9758,0.256359,0.123378,28.3061,0.406629,0.357083,99.1212,0.486362,0.496254,47.3636,4.47198,4.43744,19,4.30797,4.33462,70.3333,4.22794,4.16657,9.40606,4.41959,4.38891,103.939,4.34708,4.38559,3.90303,4.02707,4.02899,248.242,4.29915,4.39582,22.1818,4.41832,4.39126,31.3212,4.42361,4.38057,91.7879,4.3565,4.38162,10.6697,4.45534,4.40214,4.86364,4.38621,4.37051,6.92121,4.40796,4.31163,140.455,4.38329,4.38214,4.57576,4.32437,4.3311,478.818,4.40705,4.3708,61.9758,4.66526,4.28867,28.3061,4.32557,4.36319,99.1212,4.46449,4.4314,All
48.0909,0.640441,0.645189,19.3333,0.22893,0.258053,72.1111,0.0338113,-0.0965856,9.52929,0.364659,0.383071,104.707,0.430657,0.415117,3.99798,-0.346548,-0.414087,253.838,0.273644,0.403447,22.5455,0.528701,0.434778,31.7192,0.439116,0.418145,93.1414,0.441065,0.412118,10.8202,0.536479,0.457487,4.92424,0.329824,0.354225,7.08586,0.264515,0.204676,141.03,0.371358,0.409558,4.68283,0.343135,0.296474,490.788,0.466992,0.395667,62.6828,0.252146,0.129042,29.0293,0.36568,0.353858,101.019,0.52818,0.505743,48.0909,4.47106,4.43502,19.3333,4.32291,4.33019,72.1111,4.22851,4.15658,9.52929,4.41191,4.38937,104.707,4.40739,4.38431,3.99798,4.02461,4.0158,253.838,4.28409,4.3965,22.5455,4.42639,4.39593,31.7192,4.39988,4.38548,93.1414,4.38134,4.38263,10.8202,4.37945,4.4084,4.92424,4.38368,4.36938,7.08586,4.39548,4.30898,141.03,4.4033,4.38156,4.68283,4.32075,4.32413,490.788,4.41308,4.37022,62.6828,4.66633,4.29052,29.0293,4.32874,4.36206,101.019,4.40164,4.437,All
48.8182,0.567139,0.634388,19.6667,0.222766,0.245012,73.8889,-0.012246,-0.119119,9.65253,0.341234,0.38047,105.475,0.483279,0.41565,4.09293,-0.358331,-0.44385,259.434,0.254216,0.402811,22.9091,0.535809,0.442153,32.1172,0.453396,0.425581,94.4949,0.457459,0.415295,10.9707,0.346154,0.46815,4.98485,0.319612,0.349368,7.25051,0.250761,0.197194,141.606,0.432962,0.407935,4.7899,0.17802,0.282559,502.758,0.460548,0.394823,63.3899,0.247933,0.134706,29.7525,0.326315,0.350633,102.917,0.380284,0.515232,48.8182,4.44398,4.43261,19.6667,4.33784,4.32575,73.8889,4.21039,4.14659,9.65253,4.39276,4.38983,105.475,4.43334,4.38302,4.09293,4.02211,4.0026,259.434,4.28882,4.39718,22.9091,4.43446,4.4006,32.1172,4.37812,4.39038,94.4949,4.36162,4.38363,10.9707,4.29079,4.41467,4.98485,4.35809,4.36824,7.25051,4.3821,4.30633,141.606,4.44672,4.38097,4.7899,4.29208,4.31717,502.758,4.41052,4.36965,63.3899,4.66739,4.29236,29.7525,4.32275,4.36092,102.917,4.43416,4.4426,All
49.5455,0.572193,0.623586,20,0.216603,0.231972,75.6667,-0.0631758,-0.141652,9.77576,0.315169,0.377869,106.242,0.479192,0.416183,4.18788,-0.370275,-0.473612,265.03,0.255489,0.402176,23.2727,0.501367,0.449529,32.5152,0.309199,0.433017,95.8485,0.601022,0.418472,11.1212,0.293491,0.478813,5.04545,0.257587,0.344511,7.41515,0.236794,0.189712,142.182,0.459374,0.406313,4.89697,0.229376,0.268643,514.727,0.443886,0.393979,64.097,0.24372,0.14037,30.4758,0.300457,0.347408,104.815,0.437857,0.524721,49.5455,4.41519,4.43019,20,4.35278,4.32132,75.6667,4.18427,4.13659,9.77576,4.36682,4.39029,106.242,4.40931,4.38174,4.18788,4.01909,3.9894,265.03,4.30665,4.39787,23.2727,4.42898,4.40527,32.5152,4.5052,4.39529,95.8485,4.45384,4.38463,11.1212,4.37379,4.42094,5.04545,4.31088,4.36711,7.41515,4.36749,4.30367,142.182,4.45985,4.38039,4.89697,4.24169,4.3102,514.727,4.40198,4.36907,64.097,4.66846,4.2942,30.4758,4.29809,4.35979,104.815,4.54331,4.44821,All
50.2727,0.610118,0.612784,20.3333,0.187676,0.218931,77.4444,-0.112353,-0.164185,9.89899,0.28804,0.375268,107.01,0.342979,0.416716,4.28283,-0.382681,-0.503374,270.626,0.278191,0.40154,23.6364,0.453075,0.456904,32.9131,0.257633,0.440453,97.202,0.550782,0.421649,11.2717,0.549247,0.489476,5.10606,0.190201,0.339654,7.5798,0.222754,0.182231,142.758,0.409534,0.404691,5.00404,0.147366,0.254728,526.697,0.419008,0.393135,64.804,0.239507,0.146034,31.199,0.286651,0.344183,106.713,0.645464,0.534211,50.2727,4.39908,4.42778,20.3333,4.33311,4.31689,77.4444,4.15902,4.1266,9.89899,4.33747,4.39075,107.01,4.33404,4.38046,4.28283,4.01517,3.9762,270.626,4.33057,4.39855,23.6364,4.41898,4.40994,32.9131,4.34577,4.40019,97.202,4.45309,4.38563,11.2717,4.47053,4.42721,5.10606,4.27041,4.36597,7.5798,4.35156,4.30102,142.758,4.40737,4.3798,5.00404,4.29158,4.30324,526.697,4.38857,4.3685,64.804,4.66953,4.29604,31.199,4.26161,4.35866,106.713,4.50189,4.45381,All
51,0.659294,0.601983,20.6667,0.158748,0.20589,79.2222,-0.15781,-0.186718,10.0222,0.261709,0.372668,107.778,0.411548,0.417249,4.37778,-0.395812,-0.533137,276.222,0.317629,0.400905,24,0.404783,0.464279,33.3111,0.482371,0.447889,98.5556,0.365788,0.424827,11.4222,0.570764,0.500138,5.16667,0.230003,0.334797,7.74444,0.2088,0.174749,143.333,0.40855,0.403069,5.11111,0.20685,0.240813,538.667,0.390293,0.39229,65.5111,0.235295,0.151698,31.9222,0.280829,0.340958,108.611,0.666114,0.5437,51,4.40504,4.42537,20.6667,4.31345,4.31246,79.2222,4.13709,4.1166,10.0222,4.30856,4.39121,107.778,4.40406,4.37917,4.37778,4.00992,3.963,276.222,4.35836,4.39923,24,4.40899,4.41461,33.3111,4.38312,4.4051,98.5556,4.42911,4.38663,11.4222,4.48961,4.43348,5.16667,4.35548,4.36484,7.74444,4.33484,4.29837,143.333,4.36847,4.37922,5.11111,4.25051,4.29627,538.667,4.37282,4.36792,65.5111,4.67059,4.29789,31.9222,4.22314,4.35753,108.611,4.42486,4.45941,All
51.7273,0.64372,0.591181,21,0.12982,0.19285,81,-0.198956,-0.209251,10.1455,0.23731,0.370067,108.545,0.428243,0.417782,4.47273,-0.40909,-0.562899,281.818,0.36704,0.400269,24.3636,0.440862,0.471654,33.7091,0.393614,0.455325,99.9091,0.546289,0.428004,11.5727,0.441676,0.510801,5.22727,0.266128,0.32994,7.90909,0.194865,0.167267,143.909,0.443097,0.401446,5.21818,0.301956,0.226898,550.636,0.35872,0.391446,66.2182,0.231082,0.157362,32.6455,0.278975,0.337732,110.509,0.440307,0.553189,51.7273,4.43983,4.42295,21,4.29379,4.30803,81,4.11869,4.10661,10.1455,4.28268,4.39167,108.545,4.40218,4.37789,4.47273,4.0044,3.9498,281.818,4.38776,4.39992,24.3636,4.40687,4.41928,33.7091,4.35769,4.41,99.9091,4.40461,4.38763,11.5727,4.52474,4.43974,5.22727,4.37741,4.36371,7.90909,4.31804,4.29572,143.909,4.33946,4.37864,5.21818,4.21754,4.28931,550.636,4.35518,4.36735,66.2182,4.67166,4.29973,32.6455,4.19234,4.35639,110.509,4.50043,4.46501,All
52.4545,0.61281,0.58038,21.3333,0.141683,0.179809,82.7778,-0.237367,-0.231784,10.2687,0.214953,0.367466,109.313,0.432722,0.418315,4.56768,-0.422887,-0.592662,287.414,0.418893,0.399634,24.7273,0.47694,0.47903,34.1071,0.31214,0.462761,101.263,0.470543,0.431181,11.7232,0.513008,0.521464,5.28788,0.29776,0.325083,8.07374,0.181108,0.159785,144.485,0.431718,0.399824,5.32525,0.261085,0.212983,562.606,0.327657,0.390602,66.9253,0.226869,0.163026,33.3687,0.277643,0.334507,112.407,0.382336,0.562678,52.4545,4.41976,4.42054,21.3333,4.31165,4.30359,82.7778,4.10232,4.09661,10.2687,4.26007,4.39213,109.313,4.39322,4.37661,4.56768,3.99791,3.9366,287.414,4.41618,4.4006,24.7273,4.40476,4.42395,34.1071,4.28032,4.41491,101.263,4.43572,4.38864,11.7232,4.41391,4.44601,5.28788,4.32216,4.36257,8.07374,4.30123,4.29307,144.485,4.33411,4.37805,5.32525,4.28434,4.28234,562.606,4.33768,4.36677,66.9253,4.67273,4.30157,33.3687,4.17794,4.35526,112.407,4.56425,4.47062,All
53.1818,0.548556,0.569578,21.6667,0.153546,0.166768,84.5556,-0.270496,-0.254317,10.3919,0.19459,0.364865,110.081,0.450624,0.418848,4.66263,-0.437311,-0.622424,293.01,0.468041,0.398998,25.0909,0.504924,0.486405,34.5051,0.45418,0.470197,102.616,0.364754,0.434358,11.8737,0.549065,0.532127,5.34848,0.328671,0.320227,8.23838,0.167461,0.152304,145.061,0.405307,0.398202,5.43232,0.175911,0.199068,574.576,0.299639,0.389758,67.6323,0.222656,0.16869,34.0919,0.276407,0.331282,114.305,0.475636,0.572168,53.1818,4.37612,4.41812,21.6667,4.32951,4.29916,84.5556,4.08939,4.08662,10.3919,4.2406,4.39259,110.081,4.41159,4.37532,4.66263,3.99026,3.9234,293.01,4.44235,4.40128,25.0909,4.40942,4.42861,34.5051,4.38424,4.41981,102.616,4.40763,4.38964,11.8737,4.47464,4.45228,5.34848,4.27255,4.36144,8.23838,4.2847,4.29042,145.061,4.334,4.37747,5.43232,4.3355,4.27538,574.576,4.32164,4.3662,67.6323,4.67379,4.30341,34.0919,4.17975,4.35413,114.305,4.57055,4.47622,All
53.9091,0.411875,0.558776,22,0.16541,0.153728,86.3333,-0.302377,-0.27685,10.5152,0.177656,0.362264,110.848,0.472592,0.419381,4.75758,-0.45195,-0.652186,298.606,0.505544,0.398363,25.4545,0.508621,0.49378,34.903,0.517193,0.477633,103.97,0.426945,0.437535,12.0242,0.579952,0.54279,5.40909,0.363905,0.31537,8.40303,0.154015,0.144822,145.636,0.324315,0.39658,5.53939,0.132022,0.185153,586.545,0.276776,0.388913,68.3394,0.218443,0.174354,34.8152,0.275707,0.328057,116.203,0.561084,0.581657,53.9091,4.36053,4.41571,22,4.34737,4.29473,86.3333,4.07718,4.07663,10.5152,4.22643,4.39305,110.848,4.38819,4.37404,4.75758,3.98221,3.9102,298.606,4.46274,4.40197,25.4545,4.43442,4.43328,34.903,4.48272,4.42472,103.97,4.37336,4.39064,12.0242,4.54479,4.45855,5.40909,4.25036,4.3603,8.40303,4.26894,4.28776,145.636,4.34063,4.37688,5.53939,4.29718,4.26841,586.545,4.30813,4.36562,68.3394,4.67486,4.30525,34.8152,4.19299,4.353,116.203,4.53135,4.48182,All
54.6364,0.589008,0.547975,22.3333,0.163691,0.140687,88.1111,-0.329706,-0.299383,10.6384,0.160933,0.359663,111.616,0.475203,0.419914,4.85253,-0.466896,-0.681949,304.202,0.532545,0.397727,25.8182,0.512319,0.501155,35.301,0.530251,0.485069,105.323,0.487777,0.440713,12.1747,0.549651,0.553453,5.4697,0.424647,0.310513,8.56768,0.140817,0.13734,146.212,0.264348,0.394957,5.64646,0.117774,0.171238,598.515,0.253912,0.388069,69.0465,0.21423,0.180018,35.5384,0.276035,0.324832,118.101,0.614459,0.591146,54.6364,4.4093,4.41329,22.3333,4.34534,4.2903,88.1111,4.06728,4.06663,10.6384,4.21259,4.39351,111.616,4.34586,4.37275,4.85253,3.97358,3.897,304.202,4.47833,4.40265,25.8182,4.45942,4.43795,35.301,4.54426,4.42962,105.323,4.36559,4.39164,12.1747,4.56877,4.46482,5.4697,4.37559,4.35917,8.56768,4.25445,4.28511,146.212,4.33199,4.3763,5.64646,4.22941,4.26145,598.515,4.29462,4.36505,69.0465,4.67593,4.3071,35.5384,4.21626,4.35187,118.101,4.47401,4.48742,All
55.3636,0.675311,0.537173,22.6667,0.161973,0.127646,89.8889,-0.35356,-0.321916,10.7616,0.145762,0.357062,112.384,0.506874,0.420446,4.94747,-0.48232,-0.711711,309.798,0.545764,0.397092,26.1818,0.528767,0.508531,35.699,0.518289,0.492505,106.677,0.389333,0.44389,12.3253,0.513839,0.564115,5.5303,0.453267,0.305656,8.73232,0.127833,0.129859,146.788,0.240426,0.393335,5.75354,0.106667,0.157323,610.485,0.231561,0.387225,69.7535,0.210018,0.185682,36.2616,0.278094,0.321606,119.999,0.651747,0.600635,55.3636,4.3989,4.41088,22.6667,4.34331,4.28587,89.8889,4.05874,4.05664,10.7616,4.20108,4.39398,112.384,4.34708,4.37147,4.94747,3.96405,3.8838,309.798,4.48756,4.40333,26.1818,4.47569,4.44262,35.699,4.54226,4.43453,106.677,4.34273,4.39264,12.3253,4.57028,4.47108,5.5303,4.45789,4.35803,8.73232,4.24119,4.28246,146.788,4.29716,4.37572,5.75354,4.2061,4.25448,610.485,4.28136,4.36447,69.7535,4.67699,4.30894,36.2616,4.24688,4.35073,119.999,4.43051,4.49303,All
56.0909,0.620249,0.526371,23,0.160255,0.114606,91.6667,-0.374022,-0.34445,10.8848,0.133172,0.354461,113.152,0.534789,0.420979,5.04242,-0.497974,-0.741474,315.394,0.547518,0.396456,26.5455,0.557964,0.515906,36.097,0.65284,0.499941,108.03,0.363145,0.447067,12.4758,0.525127,0.574778,5.59091,0.449765,0.300799,8.89697,0.115281,0.122377,147.364,0.27528,0.391713,5.86061,0.0987751,0.143408,622.455,0.21415,0.386381,70.4606,0.205805,0.191346,36.9848,0.282111,0.318381,121.897,0.683792,0.610125,56.0909,4.33475,4.40846,23,4.34128,4.28143,91.6667,4.05118,4.04664,10.8848,4.19343,4.39444,113.152,4.36354,4.37019,5.04242,3.95408,3.8706,315.394,4.49126,4.40402,26.5455,4.48325,4.44729,36.097,4.48919,4.43943,108.03,4.40743,4.39365,12.4758,4.52624,4.47735,5.59091,4.49724,4.3569,8.89697,4.23041,4.27981,147.364,4.2787,4.37513,5.86061,4.2265,4.24752,622.455,4.2705,4.3639,70.4606,4.67806,4.31078,36.9848,4.28113,4.3496,121.897,4.42528,4.49863,All
